title,description,year,genre,type,cover_image
Technoboys,"They're fierce, they're iconic, they're back — and they're totally lost. A boyband seeking a renaissance must navigate a world they barely understand.",2024,"Comedy, Music",Movie,https://image.tmdb.org/t/p/w500//3qYtC5vNYAhNLpuOgMNa0imJZ6w.jpg
Shrimad Ramayan,"Shrimad Ramayan is an ambitious television series that brings to life the timeless epic, the Ramayan, with a deep commitment to authenticity, cultural reverence and a contemporary sensibility.",2024,"Drama, Family",Series,https://image.tmdb.org/t/p/w500//aCDK83ykQYnQGFOTfiLjnoqXv1b.jpg
A Fazenda,"A Fazenda is the current Brazilian version of the The Farm reality television show based on the Swedish television series of the same name that was originally created in 2001 by Strix and produced in association with Sony Entertainment and Endemol.

The show is based on a group of celebrities living together twenty-four hours a day in a Farm, isolated from the outside world while having all their steps followed by cameras around-the-clock, with no privacy for three months.

The contestants compete for the chance to win the grand prize by avoiding weekly eviction, until the last celebrity remains at the end of the season that can claim the grand prize. The show is presented by news reporter Britto Junior alongside actress Chris Couto and directed by Rodrigo Carelli. Record's website and a Record-owned pay-per-view channel offer round-the-clock coverage.",2009,Reality,Series,https://image.tmdb.org/t/p/w500//wc4IkCXCZyboTRY0ye8lwbqRF2f.jpg
Pinoy Big Brother,"The Philippine adaptation of the reality game show ""Big Brother"" features Filipino housemates live together, share their stories and build meaningful relationships as they do tasks and challenges supervised by Big Brother. Every week a nomination is done, and the public decides who gets evicted and eventually become the Big Winner of the program.",2005,Reality,Series,https://image.tmdb.org/t/p/w500//zUva0cs2SOjoxFPpwINbpevzoax.jpg
The Lord of the Rings: The Rings of Power,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",2022,"Action & Adventure, Sci-Fi & Fantasy, Drama",Series,https://image.tmdb.org/t/p/w500//mYLOqiStMxDK3fYZFirgrMt8z5d.jpg
Gutfeld!,Greg Gutfeld examines the news of the day through a satiric lens fused with pop culture.,2021,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//9zLuN3MfvTcABYYNJq5PkIG81S5.jpg
Lang Leve de Liefde,,2020,Reality,Series,https://image.tmdb.org/t/p/w500//9lpvvzEl5kViIc2vUJG4QKzj2ds.jpg
Cacau,"Cacau is an engaging saga of family secrets, clandestine loves and sacrifices, all sweetened by the irresistible taste of chocolate and the magic of cocoa plantations.",2024,Drama,Series,https://image.tmdb.org/t/p/w500//nNCFBKZ68fmr008moWSzLdu2mUP.jpg
Senhora do Mar,,2024,Drama,Series,https://image.tmdb.org/t/p/w500//wy4tkwuoWMGEa5Wi8dCvLVuxBzt.jpg
Chronicles of the Sun,Claire is surprised when she gets arrested for the murder of her childhood friend after she returns to Montpellier.,2018,Soap,Series,https://image.tmdb.org/t/p/w500//t6jVlbPMtZOJoAOfeoR4yQmnjXM.jpg
Pulang Araw,"Red Sun is a family drama that tells stories of courage, sacrifice, and hardships that every Filipino family has. These stories were inspired by the tales of the unsung heroes who defied the odds of World War II and the Japanese occupation of the Philippines.",2024,"Action & Adventure, Drama, War & Politics, Family",Series,https://image.tmdb.org/t/p/w500//2zbaRzgieKiHYkTGztQUzrAYbgb.jpg
Estrela da Casa,,2024,Reality,Series,https://image.tmdb.org/t/p/w500//i8HkMKyuZ13i8xpMW3ZmdTXYOL0.jpg
"Plus belle la vie, encore plus belle",,2024,"Soap, Drama",Series,https://image.tmdb.org/t/p/w500//5js5JCtxfiYF2MdNn0zGyCwyg8L.jpg
Mom for rent,"Abandoned by his wife, Martin is lying to his daughter not to be upset. But as Hanka grows, these lies become unbearable. Martin meets Nada unexpectedly, asked her to be a rent-a-mother and all lives are completely changed.",2023,"Family, Comedy",Series,https://image.tmdb.org/t/p/w500//fH7PP2Rkdlo414IHvZABBHhtoqd.jpg
Ici tout commence,"This television drama series is centered around the prestigious culinary school of renowned chef Auguste Armand. The show follows the lives of students and staff as they navigate the challenges and pressures of the culinary world—delving into their personal and professional lives, revealing secrets, rivalries, and complex relationships.",2020,"Soap, Drama",Series,https://image.tmdb.org/t/p/w500//yuTHx38jpogXovMhqNatvozigMJ.jpg
Love Island,,2021,Reality,Series,https://image.tmdb.org/t/p/w500//p10tBxVHtHfSfbYOpqDZTMSvVLN.jpg
Mania de Você,,2024,"Soap, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//xq1X6H8pupwx0jeZpu4Piq0V5uL.jpg
Late Night with Seth Meyers,"Seth Meyers, who is ""Saturday Night Live’s"" longest serving anchor on the show’s wildly popular ""Weekend Update,"" takes over as host of NBC’s ""Late Night"" — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to ""The Tonight Show"".",2014,"Talk, Comedy",Series,https://image.tmdb.org/t/p/w500//g6MrJxNaHYGYU7Sxo72e5B8gKOV.jpg
Agatha All Along,"Agatha Harkness gathers a coven of witches and sets off down, down, down The Witches' Road.",2024,"Sci-Fi & Fantasy, Mystery, Comedy",Series,https://image.tmdb.org/t/p/w500//gOcqzHwkApTWD9i5ChDK5wO5pM5.jpg
El Conde: Amor y Honor,"A wrongful conviction changes the life of Alejandro Gaitán and separates him from the woman he loves, Mariana Zambrano. After 17 years in jail, he becomes a count with the help of another prisoner and seeks revenge on those who turned on him.",2024,Drama,Series,https://image.tmdb.org/t/p/w500//lwcTD8hRx5Ch4sAmjNHmWigkaND.jpg
The First Years,The First Years is a Dutch series for young people in which real-life situations are recreated. The series sheds light on subjects that pupils in the first year of secondary school may be confronted with.,2014,"Soap, Drama",Series,https://image.tmdb.org/t/p/w500//klPqN1oITjVub0Yss0Kqnx8NfY3.jpg
Fugitivas: en busca de la libertad,"Lorena, Frida, Lisset and Montse, four friends who are in prison serving a sentence. One of them is accused unjustly. In the prison where they are held there is a massive escape and they escape. After their escape, the fugitives take refuge in a bar looking for the opportunity to start a new life.",2024,"Soap, Drama, Action & Adventure, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//oqHWSZmoCgz7JPsbNXihASGnfLW.jpg
The Brave Yong Sujeong,"An ingenuous home-shopping host Yong Sujeong dreams of becoming a successful businesswoman who wins people before money. After losing her parents as a kid, she travels around the country with tinker Yong Jangwon and grows up as a strong woman full of courage. She may look fierce on the outside, but in fact, she is a softhearted, clumsy crybaby and a dork who cannot even make eye contact with her crush, Ju Ujin. Meanwhile, there is Yeo Uiju, a man who gets on her nerves by loafing around her. As a soldier, he is more logical rather than empathetic, but he passes out whenever he gets drunk. He loses his face after meeting Sujeong, who drinks like a fish, but he starts to fall for her. By a twist of fate, he realizes he is the second grandson of Masung Group, and his older brother is Sujeong's crush, Ujin.",2024,Drama,Series,https://image.tmdb.org/t/p/w500//v0Ld4z1pn61Ojb6ujfsyTZoFNPV.jpg
Kelders van Geheime,"Kelders van Geheime (Cellars of Secrets) is a South African, Afrikaans-language telenovela based on the wheeling's and dealings of the community that lives on Soebatskloof (a wine farm in the Cape). The series focuses on three families: the Abrahams, Syster and Marais households. These families will have to stand together, agree (or agree to disagree), and work together to earn their bread and butter – and a glass of wine.",2024,Soap,Series,https://image.tmdb.org/t/p/w500//vf1I0G5jICTstI1EXxb9Oqq80TU.jpg
Ready Steady Cook South Africa,"In Ready Steady Cook, two teams - a Red Tomato and a Green Pepper - compete in a Red Kitchen and a Green Kitchen, together with a South African chef on each side and paired with enthusiastic home cooks, as they are challenged creatively with a mystery bag of ingredients in a 20-minute cook-off.",2024,Reality,Series,https://image.tmdb.org/t/p/w500//30xX4IMbgnMbQwo76xM4BOSokZO.jpg
Ulice,"Ulice is a Czech soap opera produced and broadcast by Nova. In the Czech language Ulice means street.

The show describes the lives of the Farský, Jordán, Boháč, Nikl, and Liška families and many other people that live in Prague. Their daily battle against real problems of living in a modern world like divorce, love, betrayal and illness or disease. Ulice often shows crime.",2005,"Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//gFEHva8Csx18hMGJJZ6gi4sFSKR.jpg
Gefragt - Gejagt,,2012,Reality,Series,https://image.tmdb.org/t/p/w500//syHMWoToYO2wuz7KrOJdN8SToG7.jpg
La Casa de los Famosos México,"Different celebrities live in the same house watched by cameras 24 hours a day. They will have to overcome tests, strategize and eliminate each other so that only one can be the winner of the most famous house in Mexico.",2023,"Reality, Family",Series,https://image.tmdb.org/t/p/w500//uFfmjmnckW4u5z2f7pDrPJuczYB.jpg
A Promessa,,2024,Drama,Series,https://image.tmdb.org/t/p/w500//uptgxt2apx5wwWItQzqL0HwhjZC.jpg
Su Ji and U Ri,A healing romance begins between fallen star doctor Jin Su Ji and stubborn newbie doctor Choi U Ri.,2024,"Family, Drama",Series,https://image.tmdb.org/t/p/w500//bGVdZ8nc99GIwCDxmXpGP0oCSzT.jpg
FROM,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",2022,"Mystery, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//cjXLrg4R7FRPFafvuQ3SSznQOd9.jpg
Pituca Sin Lucas,,2024,"Comedy, Drama, Family",Series,https://image.tmdb.org/t/p/w500//cjqJqODyUbul2GZL7ti2B5SVv7I.jpg
Binnelanders,"A South African Afrikaans soap opera. It is set in and around the fictional private hospital, Binneland Kliniek, in Pretoria, and the storyline follows the trials, trauma and tribulations of the staff and patients of the hospital.",2005,Soap,Series,https://image.tmdb.org/t/p/w500//v9nGSRx5lFz6KEgfmgHJMSgaARC.jpg
Pamilya Sagrado,"The members of the Sagrado family live to prove they are the most powerful and influential, stopping at nothing to bury dirty secrets to keep their name faultless and sacred.",2024,"Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//hlRhstt3Du57qm4A30w7RkHqEXg.jpg
Gran Hermano,"Gran Hermano is a reality television series broadcast in Spain on Telecinco and La Siete produced by Endemol. It is part of the Big Brother franchise first developed in the Netherlands. As of February 2012, 19 editions of the show have aired.",2000,Reality,Series,https://image.tmdb.org/t/p/w500//gQ0Emh2LT047Fip2HWye3NkrkQB.jpg
Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,2005,Drama,Series,https://image.tmdb.org/t/p/w500//jcEl8SISNfGdlQFwLzeEtsjDvpw.jpg
Tomorrow Is Ours,"The story revolves around the people of Sète, France. Their lives are punctuated by family rivalries, romance and scenes from daily life, but also by plots involving police investigations, secrets and betrayals.",2017,"Crime, Drama",Series,https://image.tmdb.org/t/p/w500//zMWldNZF0wS3L5XkDVFHxYhclcL.jpg
El diario de Jorge,,2024,Talk,Series,https://image.tmdb.org/t/p/w500//cWXwHwiZXiQoykoiTGjL1COS9pV.jpg
Na lovu,"Na Lovu is a Czech game-show, based on the license of the popular global format The Chase. A heart-racing quiz show where four competitors must pit their wits and face off against Lovec (the Chaser), a ruthless quiz genius determined to stop them from winning cash prizes.",2021,"Reality, Family",Series,https://image.tmdb.org/t/p/w500//udJ1wVuOwFg1q6UBcQGwcpcdIYF.jpg
Monsters,"The story of the Menéndez brothers, who were convicted in 1996 of murdering their parents José and Mary Louise “Kitty” Menéndez.",2024,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//x9YC2rpXHUFMqI1hCekKDm9UE4w.jpg
Suidooster,"Suidooster is a South African television soap opera produced by Suidooster Films which revolves around a matriarch, her family, friends and the people of Suidooster, a small shopping and business centre in the fictional Cape Town suburb of Ruiterbosch.",2015,Soap,Series,https://image.tmdb.org/t/p/w500//naCgSiacvV685kait6fBvhVhdce.jpg
La Isla: Desafío Extremo,A tour across Turkey where 24 contestants face survival challenges.,2024,,Series,https://image.tmdb.org/t/p/w500//1mOLASAf5AkdYcRwe8L3uVa6yvb.jpg
Alex Wagner Tonight,"Alex Wagner brings years of reporting experience and insight to covering the news of the day, politics and the cultural trends shaping the United States and American lives, giving viewers a better understanding of the rapidly changing world.",2022,"News, Talk",Series,https://image.tmdb.org/t/p/w500//4Y1CbechEKSAL0IJnPmYXH63BsW.jpg
Law & Order: Special Victims Unit,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",1999,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//onmSVwYsPMYtO8OjLdjS8FfRNKb.jpg
De Bondgenoten,,2023,Reality,Series,https://image.tmdb.org/t/p/w500//wsipinibYxrZhpkQ6MKxIMgL0hv.jpg
The Penguin,Witness the The Penguin's rise to power in Gotham's criminal underworld in the aftermath of the Riddler killings.,2024,"Drama, Crime",Series,https://image.tmdb.org/t/p/w500//7hE6LffWtMccJjXxc20Xnh1JbRG.jpg
Sueños de libertad,,2024,Drama,Series,https://image.tmdb.org/t/p/w500//95RVeMWMvk97PBW0msryIJC32XD.jpg
Strictly Come Dancing: It Takes Two,"The companion show to the popular BBC One programme Strictly Come Dancing which features interviews and training footage of the couples competing in the main Saturday night show, opinions from the judges on the previous Saturday show and the training footage for the next, and interviews with celebrities who have been watching the show.",2004,,Series,https://image.tmdb.org/t/p/w500//1UOKLsJ3bopZHg6ntRfmO4C5Gcm.jpg
Deadly 60,Wildlife presenter Steve Backshall tracks down 60 of the world's deadliest animals.,2009,Documentary,Series,https://image.tmdb.org/t/p/w500//9OhUIi351RejCO4ddjsIbtDu6Ke.jpg
Lavender Fields,"Jasmin loved her idyllic life in her mountain town, but a brush with a criminal empire took it all away. Now she's out for revenge with a new identity.",2024,"Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//lphvsr062SlxWM6XegsV2dLGaiE.jpg
Come Home Love: Lo and Behold,"Hung Sue Gan starting from the bottom, established his own logistics company, which is now running smoothly. His only concern now are his three daughters. His eldest daughter has immigrated overseas. His second daughter Hung Yeuk Shui has reached the marriageable age, but has no hopes for marriage anytime soon. She is constantly bickering with her younger sister Hung Sum Yue, who is an honour student, over trivial matters, causing their father to not know whether to laugh or cry. Hung Sue Yan, Hung Sue Gan's brother, moves in with the family, temporarily ending his life as a nomadic photographer. He joins Hung Yeuk Shui's company and encounters Ko Pak Fei, the director of an online shop. The two appear to be former lovers, making for lots of laughter. Since Hung Sue Yan moved in, a series of strange events have occurred in the family. Upon investigation, the source is traced to Lung Ging Fung, a promising young man who is the son of department store mogul Lung Gam Wai.",2017,"Family, Comedy, Drama",Series,https://image.tmdb.org/t/p/w500//lgD4j9gUGmMckZpWWRJjorWqGVT.jpg
Al Fondo Hay Sitio,"Al fondo hay sitio is a Peruvian TV series created in 2008-2009 by Efraín Aguilar. It deals with the problems of social differences and economic status. It's one of the most popular shows in Peru and is now being shown in Ecuador, Bolivia, Paraguay and Uruguay.",2009,"Comedy, Drama, Soap",Series,https://image.tmdb.org/t/p/w500//g7cuCCkvoBuSwemTHYz3k0hvvmz.jpg
Família é Tudo,"Five half-siblings – Venus, Andromeda, Jupiter, Electra, and Plutao – share the same father, Pedro. Separated by their respective mothers after Pedro's death, the quintet have had few social and intimate interactions since. Years later, now adults, they reunite when their millionaire grandmother disappears on a cruise and is presumed dead. To earn their inheritance, they will have to live and work together for a year in an attempt to bring the family business back to its peak. If they don't succeed, the inheritance will go to their cousin, Hans, who will do anything to get the money from his aunt.",2024,"Comedy, Soap, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//tDbJuSfVhf3ZnxiJrXlXEALyAz5.jpg
Prison Break,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",2005,"Action & Adventure, Crime, Drama",Series,https://image.tmdb.org/t/p/w500//5E1BhkCgjLBlqx557Z5yzcN0i88.jpg
The Late Show with Stephen Colbert,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late night, where he talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show is broadcast from the historic Ed Sullivan Theater. Stephen Colbert, Chris Licht, Tom Purcell, and Jon Stewart are executive producers. Barry Julien and Denise Rehrig serve as co-executive producers.must watch",2015,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//9jkThAGYj2yp8jsS6Nriy5mzKFT.jpg
"Goede Tijden, Slechte Tijden","Goede tijden, slechte tijden, also known as GTST, is the longest-running Dutch soap opera,  revolving around the lives of the families Alberts, Sanders, De Jong, Van Houten and Bouwhuis. It all takes place in the fictional town of Meerdijk.",1990,Soap,Series,https://image.tmdb.org/t/p/w500//eQj2e8Nok6LCDO1dJXqNUkVcNby.jpg
Sjene prošlosti,,2024,Drama,Series,https://image.tmdb.org/t/p/w500//ycZgG9FG8dP4MwUSBvDXCagpoTa.jpg
¿Ganar o servir?,,2024,Reality,Series,https://image.tmdb.org/t/p/w500//7ZhXzKBXNuFictb3XE2HZDLN9tl.jpg
Na Wspólnej,"Na Wspólnej is a Polish soap opera. It has been running since 2003 on the TVN channel as its flagship primetime weekday soap opera. It is loosely based on the German production Unter Uns and it follows the lives of the inhabitants of an apartment block in Wspólna Street, Warsaw. Episodes tend to last around 20 minutes. It is a Polish version of the Hungarian ""Barátok közt"".

The series is shot almost entirely in Warsaw and produced by the Polish branch of Freemantle Media. On 9 September 2008 it celebrated its 1000th episode; ""Na Wspólnej"" was the fourth Polish television series ever to achieve such status. A special episode was broadcast in which characters from some other of TVN's most popular shows visited Wspólna Street.",2003,Soap,Series,https://image.tmdb.org/t/p/w500//uksRhdaOn64bO5d33d7rcTbrhJI.jpg
De Avondshow met Arjen Lubach,Arjen Lubach dives through the issues of the day past inspiring guests to the bottom of the news. Everyone always wants to go from the issues of the day to deepening. Arjen is really looking forward to the issues of the day.,2022,"Talk, News, Comedy",Series,https://image.tmdb.org/t/p/w500//lXQqKsUQvgBrv9t1S3Q3CGkTUAg.jpg
KLASS 95: The Power of Beauty,An ambitious young woman launches a powerful modeling agency determined to change lives — but power and love are not for the faint of heart.,2024,"Drama, Comedy, Family",Series,https://image.tmdb.org/t/p/w500//dsEtoQtIurztGFs3H9vsa5Tdw2R.jpg
The Good Doctor,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",2017,Drama,Series,https://image.tmdb.org/t/p/w500//53P8oHo9cfOsgb1cLxBi4pFY0ja.jpg
Guido's Deko Queen,,2021,Reality,Series,https://image.tmdb.org/t/p/w500//zsXJ1nI79eNACc4ZUZm8kKU2HHA.jpg
The Daily Show,"The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.",1996,"News, Comedy",Series,https://image.tmdb.org/t/p/w500//ixcfyK7it6FjRM36Te4OdblAq4X.jpg
The Crown of the Kings. The Jagiellons,The story of the Jagiellonian Dynasty rulling XV-century Kingdom of Poland and Grand Duchy of Lithuania.,2023,"Soap, War & Politics",Series,https://image.tmdb.org/t/p/w500//3MXMc02vPhAOq16fppeLJSwoMYQ.jpg
Vandaag Inside,,2022,Talk,Series,https://image.tmdb.org/t/p/w500//xEFfIcHzlxiYw8e6hXRCqskSKsG.jpg
Supernatural,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,"Drama, Mystery, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//KoYWXbnYuS3b0GyQPkbuexlVK9.jpg
Golden Boy,"A young girl is forced to marry a rich groom. The groom is not only rich, but also allows himself to live without any restrictions or obligations. Will married life change his habits? And how will such a man be accepted by a good-hearted wife?",2022,"Family, Drama",Series,https://image.tmdb.org/t/p/w500//rgVpYd3ERRPFdkUzQesBIorG39z.jpg
NCIS,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2003,"Crime, Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//2exOHePjOTquUsbThPGhuEjYTyA.jpg
Ázsia Expressz,,2017,Reality,Series,https://image.tmdb.org/t/p/w500//xkjb2otTNmsZHjEJ55TFXgdrY0r.jpg
Game of Thrones,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",2011,"Sci-Fi & Fantasy, Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//1XS1oqL89opfnbLl8WnZY1O1uJx.jpg
Alle mot alle,,2020,Reality,Series,https://image.tmdb.org/t/p/w500//qmOYqF2ezHT1leCE91Mdm6tu3Vl.jpg
Dark Night and Dawn,"In 1943 Shanghai, an explosion leads to a showdown between Communist undercover agent Lu Zhengyang and former police officer Lin Shaobai. Six years later, Lu Zhengyang, now a key member of the Shanghai Public Security Bureau, recruits Lin Shaobai, the ""Shanghai Expert,"" to tackle major cases and thwart the plots of veteran spy Zheng Lanting. As they work together, Lu Zhengyang and Lin Shaobai build trust and become close comrades.",2024,"Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//9ErUSwcHMdYWwwJPG6Vol5j1wx5.jpg
The Simpsons,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",1989,"Family, Animation, Comedy",Series,https://image.tmdb.org/t/p/w500//vHqeLzYl3dEAutojCO26g0LIkom.jpg
The Rookie,"Starting over isn’t easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force’s oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",2018,"Crime, Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//wbeqBUFydztHDQ4h7dZqnknh5HE.jpg
The Agent,"A police captain infiltrates a notorious gang, only to find himself going deeper down the rabbit hole.",2024,"Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//qUtgaa43jTELs0Tdw55aIukt9yn.jpg
Law & Order,"In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",1990,"Crime, Drama",Series,https://image.tmdb.org/t/p/w500//m9zTQr4TYS98UFSiA1k0mMfECPe.jpg
Married at First Sight UK,"Working with leading relationship experts, eight British singles are carefully match-made into four married couples, who each meet each other - for the very first time - at their wedding. We'll follow them as they marry, honeymoon, meet the in-laws and set up home, all the while getting to know one another more and more deeply, to see if the matchmakers have got it right and they will have a future together.",2015,Reality,Series,https://image.tmdb.org/t/p/w500//7VjUVCzaXr9edsow4Dlev6LFyAc.jpg
Let's Make a Deal,"Audience members dress up in outlandish costumes to get host Wayne Brady's attention in an attempt to make deals for trips, prizes, cars or cash, while trying to avoid the dreaded Zonks.",2009,Reality,Series,https://image.tmdb.org/t/p/w500//8lQkzJCwPpB0P6GieQeojUOW6PU.jpg
Jujutsu Kaisen,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",2020,"Animation, Action & Adventure, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg
Midsomer Murders,"The peacefulness of the Midsomer community is shattered by violent crimes, suspects are placed under suspicion, and it is up to a veteran DCI and his young sergeant to calmly and diligently eliminate the innocent and ruthlessly pursue the guilty. ",1997,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//pz7tsWxe0TTdfJnWPjZAEnrSl5M.jpg
Tulsa King,"Just after he is released from prison after 25 years, New York mafia capo Dwight “The General” Manfredi is unceremoniously exiled by his boss to set up shop in Tulsa, Okla. Realizing that his mob family may not have his best interests in mind, Dwight slowly builds a “crew” from a group of unlikely characters, to help him establish a new criminal empire in a place that to him might as well be another planet.",2022,"Crime, Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//zMFAdj30K84Sz90bCd6ePwiAO37.jpg
House,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",2004,"Drama, Mystery, Comedy",Series,https://image.tmdb.org/t/p/w500//3Cz7ySOQJmqiuTdrc6CY0r65yDI.jpg
CSI: Crime Scene Investigation,"A Las Vegas team of forensic investigators are trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",2000,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//i5hmoRjHNWady4AtAGICTUXknKH.jpg
Dexter,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",2006,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//q8dWfc4JwQuv3HayIZeO84jAXED.jpg
Kaun Banega Crorepati,"Hosted by India's biggest superstar, Amitabh Bachchan, one of the biggest shows is here to entertain millions, change lives and make dreams come true.",2000,Reality,Series,https://image.tmdb.org/t/p/w500//8srHjzgZq9V9sgsTkIwGARDyADj.jpg
The Mentalist,"Patrick Jane, a former celebrity psychic medium, uses his razor sharp skills of observation and expertise at ""reading"" people to solve serious crimes with the California Bureau of Investigation.",2008,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//acYXu4KaDj1NIkMgObnhe4C4a0T.jpg
SAS: Catching the Criminals,Ex-SAS leader Billy Billingham takes viewers on an immersive journey that looks at how police and enforcement teams are increasingly using military and SAS tactics to catch criminals.,2024,Documentary,Series,https://image.tmdb.org/t/p/w500//759ouoRAF7AQPvE8aXRIDgwdMdc.jpg
Sturm der Liebe,"These are the stories of relationships taking place in the fictional five-star hotel Fürstenhof, located in Feldkirchen-Westerham near Rosenheim with the plot revolving around members of the family room area, the hotel owners, and employees.",2005,"Drama, Soap",Series,https://image.tmdb.org/t/p/w500//jfFNydakwvbeACEwSd2Gh8UWtba.jpg
Match of the Day,"BBC's football highlights and analysis.

""The longest-running football television programme in the world"" as recognised by Guinness World Records in 2015.",1964,"Talk, News",Series,https://image.tmdb.org/t/p/w500//aA25JrHXj8ZPTJYj2iSIueyb34C.jpg
The Flash,"After being struck by lightning, CSI investigator Barry Allen awakens from a nine-month coma to discover he has been  granted the gift of super speed.  Teaming up with S.T.A.R. Labs, Barry takes on the persona of The Flash, the Fastest  Man Alive, to protect his city.",2014,"Drama, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg
